cpf;nome paciente;email paciente;data nascimento paciente;endereço/rua paciente;cidade paciente;estado patiente;crm médico;crm médico estado;nome médico;email médico;token resultado exame;data exame;tipo exame;limites tipo exame;resultado tipo exame
099.204.552-53;Ladislau Duarte;lisha@rosenbaum.org;1981-02-02;s/n Marginal Pietro;Peritiba;Rio Grande do Norte;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;00S0MD;2022-03-03;ldl;45-54;65
099.204.552-53;Ladislau Duarte;lisha@rosenbaum.org;1981-02-02;s/n Marginal Pietro;Peritiba;Rio Grande do Norte;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;00S0MD;2022-03-03;vldl;48-72;100
099.204.552-53;Ladislau Duarte;lisha@rosenbaum.org;1981-02-02;s/n Marginal Pietro;Peritiba;Rio Grande do Norte;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;00S0MD;2022-03-03;glicemia;25-83;43
099.204.552-53;Ladislau Duarte;lisha@rosenbaum.org;1981-02-02;s/n Marginal Pietro;Peritiba;Rio Grande do Norte;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;00S0MD;2022-03-03;tgo;50-84;25
099.204.552-53;Ladislau Duarte;lisha@rosenbaum.org;1981-02-02;s/n Marginal Pietro;Peritiba;Rio Grande do Norte;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;00S0MD;2022-03-03;tgp;38-63;3
099.204.552-53;Ladislau Duarte;lisha@rosenbaum.org;1981-02-02;s/n Marginal Pietro;Peritiba;Rio Grande do Norte;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;00S0MD;2022-03-03;eletrólitos;2-68;54
099.204.552-53;Ladislau Duarte;lisha@rosenbaum.org;1981-02-02;s/n Marginal Pietro;Peritiba;Rio Grande do Norte;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;00S0MD;2022-03-03;tsh;25-80;3
099.204.552-53;Ladislau Duarte;lisha@rosenbaum.org;1981-02-02;s/n Marginal Pietro;Peritiba;Rio Grande do Norte;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;00S0MD;2022-03-03;t4-livre;34-60;77
099.204.552-53;Ladislau Duarte;lisha@rosenbaum.org;1981-02-02;s/n Marginal Pietro;Peritiba;Rio Grande do Norte;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;00S0MD;2022-03-03;ácido úrico;15-61;3
003.596.348-42;Valentina Cruz;cortez.dickens@farrell.name;1979-04-04;644 Ponte Ryan Esteves;São José da Coroa Grande;Rondônia;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;L13HPF;2021-04-27;eletrólitos;2-68;27
003.596.348-42;Valentina Cruz;cortez.dickens@farrell.name;1979-04-04;644 Ponte Ryan Esteves;São José da Coroa Grande;Rondônia;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;L13HPF;2021-04-27;tsh;25-80;89
003.596.348-42;Valentina Cruz;cortez.dickens@farrell.name;1979-04-04;644 Ponte Ryan Esteves;São José da Coroa Grande;Rondônia;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;L13HPF;2021-04-27;t4-livre;34-60;59
003.596.348-42;Valentina Cruz;cortez.dickens@farrell.name;1979-04-04;644 Ponte Ryan Esteves;São José da Coroa Grande;Rondônia;B000B7CDX4;SP;Sra. Calebe Louzada;kendra@nolan-sawayn.co;L13HPF;2021-04-27;ácido úrico;15-61;58
084.796.691-79;Pietra de Quadros Filho;dorian_jacobs@smitham.name;1992-06-09;398 Ponte Enzo da Aldeia;Estrela do Norte;Rio Grande do Sul;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;BJ9I6U;2021-06-26;hemácias;45-52;63
084.796.691-79;Pietra de Quadros Filho;dorian_jacobs@smitham.name;1992-06-09;398 Ponte Enzo da Aldeia;Estrela do Norte;Rio Grande do Sul;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;BJ9I6U;2021-06-26;leucócitos;9-61;43
084.796.691-79;Pietra de Quadros Filho;dorian_jacobs@smitham.name;1992-06-09;398 Ponte Enzo da Aldeia;Estrela do Norte;Rio Grande do Sul;B000BJ8TIA;PR;Ana Sophia Aparício Neto;corene.hane@pagac.io;BJ9I6U;2021-06-26;plaquetas;11-93;67
048.973.170-88;Emilly Batista Neto;gerald.crona@ebert-quigley.com;2001-03-11;165 Rua Rafaela;Ituverava;Alagoas;B00067668W;RS;Félix Garcês;letty_greenfelder@herzog.name;TYO7AX;2021-05-29;hemácias;45-52;7
048.973.170-88;Emilly Batista Neto;gerald.crona@ebert-quigley.com;2001-03-11;165 Rua Rafaela;Ituverava;Alagoas;B00067668W;RS;Félix Garcês;letty_greenfelder@herzog.name;TYO7AX;2021-05-29;leucócitos;9-61;43
048.973.170-88;Emilly Batista Neto;gerald.crona@ebert-quigley.com;2001-03-11;165 Rua Rafaela;Ituverava;Alagoas;B00067668W;RS;Félix Garcês;letty_greenfelder@herzog.name;TYO7AX;2021-05-29;plaquetas;11-93;61
048.973.170-88;Emilly Batista Neto;gerald.crona@ebert-quigley.com;2001-03-11;165 Rua Rafaela;Ituverava;Alagoas;B00067668W;RS;Félix Garcês;letty_greenfelder@herzog.name;TYO7AX;2021-05-29;hdl;19-75;89
048.973.170-88;Emilly Batista Neto;gerald.crona@ebert-quigley.com;2001-03-11;165 Rua Rafaela;Ituverava;Alagoas;B00067668W;RS;Félix Garcês;letty_greenfelder@herzog.name;TYO7AX;2021-05-29;ldl;45-54;7
048.973.170-88;Emilly Batista Neto;gerald.crona@ebert-quigley.com;2001-03-11;165 Rua Rafaela;Ituverava;Alagoas;B00067668W;RS;Félix Garcês;letty_greenfelder@herzog.name;TYO7AX;2021-05-29;vldl;48-72;83
048.973.170-88;Emilly Batista Neto;gerald.crona@ebert-quigley.com;2001-03-11;165 Rua Rafaela;Ituverava;Alagoas;B00067668W;RS;Félix Garcês;letty_greenfelder@herzog.name;TYO7AX;2021-05-29;glicemia;25-83;18
048.973.170-88;Emilly Batista Neto;gerald.crona@ebert-quigley.com;2001-03-11;165 Rua Rafaela;Ituverava;Alagoas;B00067668W;RS;Félix Garcês;letty_greenfelder@herzog.name;TYO7AX;2021-05-29;tgo;50-84;20
048.973.170-88;Emilly Batista Neto;gerald.crona@ebert-quigley.com;2001-03-11;165 Rua Rafaela;Ituverava;Alagoas;B00067668W;RS;Félix Garcês;letty_greenfelder@herzog.name;TYO7AX;2021-05-29;tgp;38-63;52
048.973.170-88;Emilly Batista Neto;gerald.crona@ebert-quigley.com;2001-03-11;165 Rua Rafaela;Ituverava;Alagoas;B00067668W;RS;Félix Garcês;letty_greenfelder@herzog.name;TYO7AX;2021-05-29;eletrólitos;2-68;64
048.973.170-88;Emilly Batista Neto;gerald.crona@ebert-quigley.com;2001-03-11;165 Rua Rafaela;Ituverava;Alagoas;B00067668W;RS;Félix Garcês;letty_greenfelder@herzog.name;TYO7AX;2021-05-29;tsh;25-80;63
048.973.170-88;Emilly Batista Neto;gerald.crona@ebert-quigley.com;2001-03-11;165 Rua Rafaela;Ituverava;Alagoas;B00067668W;RS;Félix Garcês;letty_greenfelder@herzog.name;TYO7AX;2021-05-29;t4-livre;34-60;25
048.973.170-88;Emilly Batista Neto;gerald.crona@ebert-quigley.com;2001-03-11;165 Rua Rafaela;Ituverava;Alagoas;B00067668W;RS;Félix Garcês;letty_greenfelder@herzog.name;TYO7AX;2021-05-29;ácido úrico;15-61;2
071.488.453-78;Antônio Rebouças;adalberto_grady@feil.org;1999-04-11;25228 Travessa Ladislau;Tefé;Sergipe;B0002W2RBG;SP;Dra. Isabelly Rêgo;diann_klein@schinner.org;AIWH8Y;2021-06-29;hemácias;45-52;6
071.488.453-78;Antônio Rebouças;adalberto_grady@feil.org;1999-04-11;25228 Travessa Ladislau;Tefé;Sergipe;B0002W2RBG;SP;Dra. Isabelly Rêgo;diann_klein@schinner.org;AIWH8Y;2021-06-29;leucócitos;9-61;18
